County,Year,Gender,Level,Enrollment
Tana River,2016,male,secondary,6539
Wajir,2019,male,primary,370
Kirinyaga,2015,female,secondary,857
Bomet,2014,male,primary,4886
Elgeyo Marakwet,2015,female,primary,7485
Kakamega,2018,female,primary,383
Murang'a,2021,female,secondary,4334
Taita Taveta,2016,male,primary,4290
Kisumu,2013,female,primary,2725
Elgeyo Marakwet,2014,female,primary,6204
Trans Nzoia,2015,male,secondary,6111
Nyandarua,2010,female,secondary,4251
Kiambu,2017,female,primary,922
Nakuru,2011,male,secondary,2915
Nyandarua,2011,male,primary,7957
Narok,2017,female,primary,3046
Nyeri,2017,male,secondary,9166
Garissa,2016,female,secondary,1230
Busia,2019,female,primary,7647
Laikipia,2017,male,secondary,9555
Uasin Gishu,2019,female,secondary,3940
Wajir,2014,female,primary,6483
Vihiga,2014,female,secondary,203
Nakuru,2013,female,secondary,160
Uasin Gishu,2019,male,primary,8960
Mombasa,2013,male,primary,3748
Wajir,2014,female,primary,6718
Garissa,2015,female,primary,1093
Garissa,2017,male,primary,4500
Isiolo,2018,male,secondary,8799
Kitui,2020,male,secondary,5710
Meru,2015,male,primary,9732
West Pokot,2015,male,secondary,2875
Busia,2011,male,secondary,3191
Kilifi,2012,male,secondary,1837
Murang'a,2018,male,secondary,689
Kakamega,2012,female,primary,2103
 ,2017,female,secondary,365
Tana River,2010,male,secondary,8092
Migori,2020,female,primary,6033
 ,2012,male,secondary,2378
Wajir,2010,male,primary,1205
Trans Nzoia,2012,male,primary,4988
Migori,2010,female,secondary,5669
Laikipia,2015,male,primary,2735
Laikipia,2010,female,primary,9867
Garissa,2018,male,primary,8490
Murang'a,2021,female,secondary,956
Garissa,2019,female,secondary,9306
Trans Nzoia,2022,female,secondary,6623
Busia,2011,female,primary,1474
Mandera,2020,male,primary,4460
Kirinyaga,2014,female,primary,6396
Tharaka-Nithi,2012,female,secondary,2828
Lamu,2021,female,primary,2850
Nakuru,2012,female,primary,2964
Isiolo,2019,male,primary,4594
Homa Bay,2010,female,secondary,9141
Samburu,2022,male,secondary,6644
Marsabit,2021,male,primary,2850
Tharaka-Nithi,2010,male,primary,165
West Pokot,2010,female,secondary,919
Kiambu,2018,male,primary,8305
Nyandarua,2011,female,primary,3504
Nakuru,2010,male,secondary,991
Uasin Gishu,2015,female,primary,6047
Makueni,2018,male,secondary,3839
Kilifi,2017,female,secondary,7609
Lamu,2018,male,secondary,8706
Marsabit,2015,female,primary,67
 ,2016,female,secondary,9788
Mombasa,2014,male,secondary,5660
Bomet,2013,female,secondary,4478
Busia,2018,male,primary,8210
Nakuru,2016,female,primary,3521
Wajir,2020,female,secondary,572
Tharaka-Nithi,2013,female,secondary,7832
Tana River,2022,male,secondary,5395
Vihiga,2011,male,secondary,2258
Kiambu,2017,male,secondary,6039
Mandera,2017,male,primary,650
Kericho,2010,male,primary,5741
Kajiado,2020,male,primary,6838
Kericho,2013,male,primary,2587
Kajiado,2011,male,primary,7876
Kakamega,2015,male,primary,3262
Turkana,2020,male,primary,1338
Kajiado,2020,male,primary,4996
West Pokot,2021,male,secondary,5780
Tharaka-Nithi,2018,female,secondary,2827
Kakamega,2010,male,secondary,5232
Bungoma,2016,female,primary,2217
Kirinyaga,2016,male,secondary,3539
Mombasa,2019,female,primary,7845
Turkana,2012,male,primary,9229
Kajiado,2011,male,secondary,4383
Kiambu,2011,male,secondary,2961
Turkana,2017,female,primary,3226
Murang'a,2016,male,primary,6837
Narok,2010,female,secondary,9290
Lamu,2017,female,primary,9131
Wajir,2020,female,primary,3716
Narok,2015,female,primary,3414
Nyeri,2018,male,secondary,1448
Marsabit,2022,female,secondary,570
Siaya,2013,female,primary,2904
Bungoma,2021,female,primary,2505
Nairobi,2013,female,primary,917
Nyeri,2012,female,secondary,6982
Nyeri,2015,male,secondary,7427
Kajiado,2022,female,primary,6336
Makueni,2012,male,primary,1678
Laikipia,2017,female,secondary,9941
Migori,2020,male,primary,7086
Elgeyo Marakwet,2020,female,primary,4749
Nyandarua,2016,male,primary,3505
Kisumu,2011,male,primary,4529
Busia,2019,male,primary,1135
Trans Nzoia,2018,male,primary,8566
Laikipia,2014,male,secondary,7226
West Pokot,2018,male,secondary,5162
Kiambu,2010,male,primary,206
 ,2020,female,primary,4875
Kiambu,2018,male,secondary,1319
Nairobi,2010,male,primary,1141
Isiolo,2018,male,secondary,7389
Tharaka-Nithi,2012,male,secondary,2690
Taita Taveta,2013,male,primary,7323
Murang'a,2013,male,primary,3255
Wajir,2014,male,primary,8281
Uasin Gishu,2017,female,secondary,5213
Nakuru,2010,male,secondary,4108
Garissa,2016,male,secondary,3020
Trans Nzoia,2015,male,primary,1857
Elgeyo Marakwet,2020,female,secondary,8996
Isiolo,2017,female,secondary,2789
Lamu,2020,female,primary,3875
Nyandarua,2019,female,primary,7605
Nyandarua,2010,female,primary,9802
Kiambu,2019,male,secondary,8135
Mandera,2010,female,primary,6055
Wajir,2012,male,secondary,3882
Samburu,2013,female,secondary,7175
 ,2022,female,secondary,7129
Laikipia,2015,male,primary,5021
West Pokot,2018,female,primary,4735
Elgeyo Marakwet,2017,male,secondary,2387
Turkana,2015,female,primary,9133
Isiolo,2012,male,primary,5866
Nairobi,2019,male,primary,2566
Wajir,2014,male,primary,975
West Pokot,2019,female,primary,7212
Makueni,2014,female,secondary,9146
Laikipia,2019,male,primary,1262
Tharaka-Nithi,2019,male,secondary,5047
Nyeri,2010,male,secondary,9135
Migori,2021,male,primary,7382
Garissa,2017,male,primary,6231
Kitui,2013,male,primary,3327
Turkana,2017,female,secondary,5630
Isiolo,2013,female,secondary,2259
Mandera,2014,female,secondary,1257
Tana River,2013,male,primary,464
Kericho,2010,female,secondary,3294
Nyeri,2021,female,primary,6774
Uasin Gishu,2016,female,primary,7431
Isiolo,2016,female,secondary,9076
Mombasa,2022,female,primary,3805
Mombasa,2014,female,primary,6419
Busia,2016,male,primary,5750
Wajir,2013,male,primary,3856
Machakos,2021,female,primary,3135
Bungoma,2018,male,primary,6953
Nairobi,2017,female,primary,9116
Mandera,2017,female,secondary,6034
Turkana,2018,female,primary,4589
Machakos,2020,female,secondary,1546
Embu,2013,male,primary,6065
Wajir,2014,male,secondary,1094
Migori,2015,male,primary,2617
Kericho,2020,female,secondary,4145
Kilifi,2022,female,secondary,2775
Taita Taveta,2013,male,primary,6628
Kajiado,2014,male,secondary,3155
Migori,2019,male,secondary,3970
Samburu,2016,male,primary,7972
Taita Taveta,2021,male,primary,8775
Tharaka-Nithi,2017,male,primary,5415
Nakuru,2011,female,secondary,4331
Marsabit,2012,male,secondary,1942
West Pokot,2022,male,primary,6026
Mandera,2019,male,secondary,8301
Lamu,2013,male,primary,191
Tana River,2010,female,secondary,9095
Lamu,2012,female,secondary,861
Turkana,2013,male,primary,6711
Tana River,2020,female,primary,9275
Nyeri,2014,female,secondary,649
Migori,2017,female,primary,4134
Machakos,2021,female,secondary,7587
Meru,2010,male,secondary,8828
Kakamega,2015,male,secondary,1036
Embu,2014,female,secondary,4131
Busia,2022,female,primary,2148
Turkana,2013,female,primary,5457
Kericho,2017,female,secondary,6079
Laikipia,2014,male,secondary,2430
Samburu,2021,female,secondary,1879
Tana River,2011,male,primary,7542
Makueni,2015,male,secondary,2011
Bomet,2016,female,secondary,3373
Wajir,2017,male,primary,7357
Tana River,2021,male,primary,1289
Nyeri,2019,female,secondary,1447
Meru,2010,female,secondary,3199
Nyandarua,2014,male,primary,6381
Tharaka-Nithi,2015,female,primary,7522
Lamu,2011,female,primary,6059
 ,2018,male,primary,3183
Kirinyaga,2021,male,secondary,5462
Garissa,2011,female,secondary,3216
Embu,2021,female,primary,3136
Kericho,2014,male,primary,3318
Embu,2013,female,primary,2782
Kakamega,2017,male,primary,9182
Embu,2021,male,primary,7657
Kakamega,2020,male,primary,4920
Bungoma,2014,female,primary,6324
West Pokot,2014,female,primary,6327
Nakuru,2019,female,secondary,8417
Uasin Gishu,2013,male,primary,776
Isiolo,2021,female,primary,5208
Kericho,2018,female,secondary,687
Isiolo,2022,male,secondary,529
Tharaka-Nithi,2010,male,primary,5067
Narok,2018,male,secondary,8080
Kirinyaga,2013,male,primary,5518
 ,2016,male,primary,2153
Machakos,2010,male,secondary,9486
Kericho,2019,female,primary,6094
Mandera,2016,female,primary,6974
Mombasa,2015,female,secondary,9718
Embu,2015,male,secondary,4774
Bomet,2013,female,secondary,7692
Kisumu,2021,female,secondary,3103
Mandera,2013,female,primary,2440
Nyeri,2011,female,primary,4135
Uasin Gishu,2014,male,primary,7124
Kajiado,2011,female,primary,5201
Busia,2019,female,primary,844
Bungoma,2021,female,secondary,446
Wajir,2017,female,secondary,3915
Uasin Gishu,2014,female,primary,3109
Kirinyaga,2019,male,secondary,1234
Elgeyo Marakwet,2021,male,secondary,6587
Narok,2012,male,secondary,226
Mombasa,2015,male,primary,4143
Murang'a,2012,male,secondary,7185
Kisumu,2019,female,primary,5558
Nairobi,2019,male,secondary,186
Mombasa,2015,female,secondary,2535
West Pokot,2014,female,primary,1932
Lamu,2018,male,primary,9040
Garissa,2017,female,secondary,2032
Narok,2010,female,secondary,1252
Narok,2012,male,primary,5509
Machakos,2019,female,primary,5074
Narok,2010,female,primary,1881
Marsabit,2010,male,secondary,269
Migori,2019,female,primary,1630
Isiolo,2017,female,secondary,4405
Kericho,2016,female,secondary,6139
Nyandarua,2010,female,primary,1574
Makueni,2014,female,secondary,1695
Laikipia,2011,female,secondary,3262
West Pokot,2021,female,primary,1445
Bomet,2013,male,primary,6263
West Pokot,2013,female,secondary,8411
Turkana,2019,male,primary,52
Kilifi,2015,male,secondary,9949
Mombasa,2020,female,primary,5570
Busia,2015,female,primary,7579
Kericho,2013,male,secondary,1666
Turkana,2015,male,secondary,6901
 ,2018,female,secondary,2785
 ,2021,female,secondary,719
Siaya,2020,male,secondary,8597
Kericho,2011,female,primary,6855
Kiambu,2014,female,secondary,2294
Mandera,2013,female,secondary,9759
Garissa,2012,female,secondary,4482
Makueni,2016,male,secondary,698
Taita Taveta,2013,female,secondary,7243
Marsabit,2015,female,secondary,9018
Kakamega,2015,male,secondary,5918
Mombasa,2016,male,primary,348
Kitui,2016,male,secondary,5374
Meru,2021,male,primary,7869
Lamu,2018,female,secondary,307
Homa Bay,2019,male,secondary,3416
Narok,2016,male,secondary,4820
Kakamega,2017,female,primary,3558
Mandera,2020,female,primary,4478
Migori,2012,female,primary,6531
Taita Taveta,2022,female,primary,4620
Nyandarua,2015,female,secondary,2985
Kirinyaga,2021,female,primary,8112
Machakos,2010,male,primary,8467
West Pokot,2017,female,primary,2547
Uasin Gishu,2020,female,secondary,336
Kajiado,2013,male,primary,2979
Migori,2019,male,primary,3968
Tharaka-Nithi,2014,male,primary,910
Tharaka-Nithi,2014,male,secondary,1996
Makueni,2016,female,secondary,3129
Marsabit,2021,male,secondary,5447
Kajiado,2011,female,primary,6129
West Pokot,2016,female,primary,5850
Bungoma,2011,female,primary,4204
Murang'a,2019,male,primary,7446
Bungoma,2011,female,primary,8519
Laikipia,2015,female,primary,9991
 ,2013,female,secondary,314
West Pokot,2015,male,secondary,1134
Busia,2015,female,secondary,4876
Samburu,2019,female,secondary,8102
Nairobi,2020,female,primary,9712
Kisumu,2022,male,secondary,8347
Kitui,2016,male,secondary,5592
Taita Taveta,2013,male,primary,3343
Turkana,2022,male,primary,886
Tana River,2018,female,secondary,721
Meru,2010,female,primary,7678
Garissa,2013,male,primary,9104
Vihiga,2017,female,primary,3357
Tharaka-Nithi,2011,female,primary,870
Machakos,2011,male,primary,6751
Siaya,2014,male,primary,497
Kiambu,2014,female,primary,1756
Nakuru,2020,female,primary,1117
Kilifi,2016,male,primary,1647
Taita Taveta,2020,male,primary,6992
West Pokot,2012,female,primary,6771
Busia,2012,female,secondary,142
Kirinyaga,2011,female,secondary,3435
Garissa,2016,female,secondary,6622
Bungoma,2016,female,primary,7069
Marsabit,2020,male,primary,1848
Trans Nzoia,2014,female,primary,2696
Kilifi,2016,female,primary,1717
 ,2019,female,primary,3072
Nakuru,2013,female,secondary,2786
Marsabit,2022,female,primary,3791
Tharaka-Nithi,2016,female,primary,9480
Kakamega,2015,male,primary,3871
Machakos,2021,male,secondary,1806
Bungoma,2014,male,secondary,1504
 ,2016,male,secondary,3308
Bomet,2015,male,secondary,7117
Trans Nzoia,2018,male,primary,8263
Laikipia,2018,female,primary,9536
Kitui,2011,male,secondary,3303
Meru,2011,male,primary,3113
Embu,2021,male,secondary,9074
Nakuru,2016,male,secondary,7850
Taita Taveta,2021,male,secondary,6416
Kirinyaga,2012,female,primary,1504
Vihiga,2015,female,secondary,8924
Isiolo,2013,male,secondary,9940
Tana River,2013,female,primary,3924
Bungoma,2013,male,primary,8615
Narok,2022,male,primary,9783
Kirinyaga,2012,male,secondary,4485
Busia,2012,male,secondary,8100
Samburu,2020,female,secondary,8684
Kitui,2022,male,secondary,191
Kakamega,2015,female,secondary,8690
Kajiado,2016,male,primary,4917
Garissa,2013,male,secondary,5831
Kakamega,2017,male,primary,9448
Meru,2019,male,secondary,4322
Nyeri,2014,female,secondary,6999
Laikipia,2020,male,primary,9008
Mombasa,2010,female,secondary,7282
Makueni,2010,male,secondary,9665
West Pokot,2014,female,secondary,9278
Kericho,2015,female,secondary,1874
Marsabit,2020,female,primary,9062
Kakamega,2020,male,primary,4763
Trans Nzoia,2017,male,primary,8464
Turkana,2012,male,secondary,9221
Kajiado,2017,male,secondary,1051
Elgeyo Marakwet,2019,male,secondary,9765
Nairobi,2017,female,primary,7538
Meru,2016,male,primary,7411
Embu,2017,male,primary,6320
Narok,2022,female,secondary,2105
Narok,2018,female,primary,307
Nyeri,2022,female,secondary,7737
Machakos,2021,female,primary,3359
Laikipia,2016,male,primary,3176
Samburu,2011,female,primary,1251
Kajiado,2018,male,secondary,5366
Tana River,2019,male,secondary,1517
Nairobi,2012,female,primary,6226
Narok,2015,male,primary,5305
Mandera,2011,male,primary,9570
Marsabit,2019,male,primary,5869
Trans Nzoia,2014,female,primary,8039
 ,2022,female,secondary,4992
Bungoma,2021,male,secondary,1961
Laikipia,2014,female,secondary,2863
Kitui,2017,female,secondary,6603
Murang'a,2011,male,primary,4567
Kericho,2018,female,primary,6513
Elgeyo Marakwet,2014,female,primary,4005
Busia,2019,female,primary,9114
Embu,2012,male,primary,183
Homa Bay,2021,male,primary,7755
West Pokot,2015,female,secondary,3358
Meru,2018,female,primary,6615
 ,2018,female,primary,9590
Samburu,2020,female,secondary,6797
West Pokot,2013,male,primary,8728
Mombasa,2017,male,secondary,7678
Mombasa,2018,male,secondary,5698
Kericho,2016,male,secondary,1273
Murang'a,2020,male,secondary,6653
Bomet,2021,male,primary,9497
Nakuru,2016,female,primary,9107
Makueni,2015,female,primary,8002
Embu,2017,male,primary,4247
Wajir,2015,female,secondary,9220
Murang'a,2018,female,secondary,5314
Samburu,2014,female,primary,3354
Vihiga,2010,male,secondary,270
Garissa,2021,female,secondary,1186
Narok,2013,female,primary,6305
Isiolo,2011,male,secondary,2398
Murang'a,2017,female,primary,6995
Busia,2019,female,secondary,7299
Samburu,2018,female,primary,4182
Makueni,2022,female,primary,9903
Nyeri,2018,male,primary,2230
Uasin Gishu,2015,female,secondary,6511
Migori,2013,female,primary,128
Uasin Gishu,2017,female,primary,9461
Kakamega,2016,female,secondary,3672
Wajir,2013,female,primary,9793
Meru,2013,male,secondary,4765
Machakos,2014,female,secondary,3970
Mombasa,2010,male,primary,7545
Vihiga,2018,male,primary,5552
Embu,2019,female,secondary,627
Mombasa,2014,male,secondary,6589
Uasin Gishu,2022,female,primary,2044
Garissa,2021,female,secondary,2341
Isiolo,2018,male,secondary,5884
Nairobi,2020,female,primary,8185
West Pokot,2021,female,secondary,249
Kilifi,2018,male,secondary,2925
Tharaka-Nithi,2021,female,primary,5043
Tana River,2019,female,primary,974
Machakos,2013,male,primary,9517
Samburu,2010,female,secondary,7192
Mombasa,2011,female,primary,9175
Machakos,2012,male,secondary,9080
Makueni,2014,female,secondary,2672
Tana River,2021,male,secondary,7279
Lamu,2012,female,primary,7531
Mandera,2011,male,primary,9518
Kakamega,2018,female,secondary,8662
Kisumu,2016,male,secondary,1987
Tharaka-Nithi,2015,female,secondary,90
Lamu,2010,female,primary,8721
Busia,2010,female,secondary,4059
Nyandarua,2020,female,secondary,2773
Narok,2014,male,secondary,9878
Tharaka-Nithi,2016,male,primary,8383
Garissa,2012,male,secondary,7409
Nyandarua,2012,male,primary,4440
Taita Taveta,2019,male,primary,7347
Nakuru,2022,male,secondary,1008
West Pokot,2015,male,primary,3783
Siaya,2013,female,primary,4298
Nyeri,2019,female,secondary,4668
Mandera,2011,female,primary,4287
Homa Bay,2010,female,secondary,2052
Lamu,2020,female,primary,6009
Narok,2012,male,secondary,1716
Kericho,2022,female,primary,310
Lamu,2018,female,primary,4538
Marsabit,2012,male,secondary,1260
Kiambu,2017,male,secondary,3932
Trans Nzoia,2017,male,primary,584
Nyeri,2015,female,secondary,7616
Homa Bay,2014,male,secondary,8551
Machakos,2016,female,primary,5898
Bungoma,2016,male,secondary,2011
Lamu,2016,male,primary,6251
Trans Nzoia,2021,female,secondary,4939
Kirinyaga,2012,female,secondary,4006
Mandera,2018,male,primary,1625
Elgeyo Marakwet,2014,female,primary,890
Kirinyaga,2019,male,primary,6078
Lamu,2010,female,primary,8923
Busia,2016,female,primary,3961
Homa Bay,2017,female,primary,2504
Nairobi,2021,female,secondary,8806
Tana River,2014,male,secondary,3806
Wajir,2013,female,secondary,6100
Siaya,2022,female,secondary,6686
Nyeri,2022,female,secondary,1587
Kisumu,2014,male,secondary,7000
Mombasa,2017,male,secondary,9803
Vihiga,2011,male,primary,896
Bomet,2021,male,primary,5558
Machakos,2017,male,primary,8469
Kitui,2020,female,primary,4647
Kajiado,2019,female,secondary,9828
Isiolo,2020,female,secondary,2432
Vihiga,2011,female,secondary,3904
Isiolo,2020,male,primary,6837
Kericho,2013,female,secondary,1449
Narok,2018,female,secondary,4500
Tharaka-Nithi,2022,female,primary,5454
West Pokot,2016,male,primary,9424
Taita Taveta,2010,female,primary,4117
Garissa,2013,male,primary,8869
Elgeyo Marakwet,2021,male,secondary,2028
Turkana,2015,male,primary,3758
Garissa,2015,male,primary,5904
Kitui,2012,female,primary,4624
Turkana,2022,female,secondary,8848
Homa Bay,2019,female,primary,165
Nyeri,2016,male,primary,4591
Kericho,2010,male,secondary,589
Trans Nzoia,2022,female,secondary,4524
Kiambu,2018,female,primary,2821
Busia,2017,male,secondary,6509
Makueni,2013,female,primary,7693
Taita Taveta,2011,female,primary,9454
Mandera,2016,male,primary,71
Elgeyo Marakwet,2011,female,primary,3580
Taita Taveta,2015,female,secondary,7962
Siaya,2011,male,secondary,268
Migori,2021,male,primary,9968
Kiambu,2015,female,secondary,2462
Turkana,2010,female,primary,9460
West Pokot,2015,female,secondary,1015
Laikipia,2017,female,primary,9275
Uasin Gishu,2013,male,secondary,7984
Homa Bay,2010,female,secondary,7384
 ,2011,female,secondary,6049
Turkana,2017,female,secondary,6169
Kisumu,2015,female,primary,7982
 ,2019,female,secondary,985
Vihiga,2018,female,primary,8901
Migori,2014,female,secondary,2618
Busia,2012,male,secondary,6289
West Pokot,2019,female,secondary,9603
Uasin Gishu,2018,male,primary,6928
Mombasa,2016,female,secondary,5368
Marsabit,2022,male,primary,4621
Homa Bay,2015,male,primary,9677
Garissa,2019,male,primary,7566
Kisumu,2017,male,primary,4670
Murang'a,2013,male,primary,7658
Tharaka-Nithi,2013,male,secondary,1003
Lamu,2011,female,primary,7504
Kakamega,2014,female,primary,2466
Embu,2017,male,secondary,1939
Homa Bay,2015,male,secondary,1635
Tana River,2012,female,secondary,9890
Tharaka-Nithi,2017,female,secondary,8095
Laikipia,2021,female,primary,6265
Nyeri,2012,male,secondary,1895
Machakos,2015,female,primary,6524
Kilifi,2018,female,secondary,1073
West Pokot,2018,male,secondary,5184
Elgeyo Marakwet,2013,female,primary,2402
Elgeyo Marakwet,2018,male,secondary,4895
Vihiga,2011,male,primary,7331
Lamu,2018,female,secondary,9343
Bomet,2021,male,primary,1956
Kericho,2020,male,secondary,7023
Laikipia,2012,female,secondary,3907
Siaya,2019,male,primary,807
West Pokot,2011,male,secondary,8378
Kisumu,2011,female,primary,4827
Bungoma,2010,male,secondary,4524
Taita Taveta,2013,male,secondary,9499
Kirinyaga,2019,female,primary,2284
Bungoma,2018,male,primary,5313
Kiambu,2020,male,primary,757
Homa Bay,2014,male,secondary,4887
Kitui,2010,male,secondary,3854
Kilifi,2011,male,secondary,3558
Uasin Gishu,2010,male,secondary,9772
Isiolo,2010,female,primary,961
Narok,2022,male,primary,3847
Machakos,2016,female,secondary,6726
Elgeyo Marakwet,2019,female,secondary,3575
Marsabit,2014,male,secondary,9067
Narok,2014,male,secondary,2418
Trans Nzoia,2013,female,primary,4198
Meru,2015,female,primary,1001
Nairobi,2017,female,primary,5244
Mandera,2011,male,secondary,7119
Turkana,2014,female,primary,4066
Narok,2010,male,secondary,2845
Mombasa,2016,male,secondary,9673
Marsabit,2021,male,secondary,8849
Vihiga,2011,male,secondary,5316
Kajiado,2021,male,secondary,422
Uasin Gishu,2011,female,primary,6715
Elgeyo Marakwet,2021,male,secondary,4266
Kiambu,2018,female,primary,7549
Tharaka-Nithi,2013,female,secondary,6316
Taita Taveta,2010,female,secondary,2710
 ,2013,male,primary,8644
Tana River,2021,male,primary,8069
Nakuru,2012,female,secondary,1657
Mandera,2017,female,primary,2541
Kericho,2015,female,primary,6763
Bungoma,2011,female,primary,3075
Kericho,2014,male,secondary,3164
Isiolo,2021,male,secondary,2053
Makueni,2016,male,secondary,8479
Embu,2012,female,primary,5737
Kitui,2018,female,secondary,3217
Taita Taveta,2017,female,primary,1447
Lamu,2011,female,secondary,607
Elgeyo Marakwet,2019,male,primary,1764
Kajiado,2021,female,secondary,9417
Homa Bay,2017,female,secondary,9427
Siaya,2014,male,primary,9221
West Pokot,2010,male,secondary,2671
Makueni,2021,female,secondary,6519
Mombasa,2011,male,secondary,3962
Kisumu,2022,male,primary,3177
Turkana,2016,male,primary,3722
Murang'a,2011,female,secondary,4906
Homa Bay,2014,female,secondary,7263
Trans Nzoia,2016,male,secondary,5054
Uasin Gishu,2014,male,primary,9667
Meru,2021,female,primary,808
Kakamega,2017,male,primary,9170
Kitui,2019,female,primary,725
Nakuru,2019,male,primary,7701
Laikipia,2017,male,secondary,1216
Homa Bay,2020,female,primary,4051
Kajiado,2022,male,primary,2197
Migori,2013,female,primary,2806
Elgeyo Marakwet,2019,male,primary,8970
Wajir,2022,male,secondary,972
Bomet,2013,female,primary,5634
Kirinyaga,2016,male,primary,7483
Kericho,2015,male,primary,8790
Trans Nzoia,2010,female,primary,224
Kajiado,2019,female,primary,9032
Samburu,2022,male,primary,1814
Taita Taveta,2018,female,primary,1106
Kisumu,2015,female,primary,124
Mandera,2011,female,secondary,3246
Meru,2013,male,secondary,2931
Kirinyaga,2018,female,secondary,2971
Kilifi,2014,female,secondary,2017
Murang'a,2010,male,secondary,7415
Kiambu,2018,female,secondary,2415
Nyandarua,2012,male,primary,3096
Kakamega,2021,male,secondary,1609
Wajir,2021,female,primary,717
 ,2015,female,primary,3561
Kilifi,2016,female,primary,9208
Taita Taveta,2012,female,secondary,6782
Murang'a,2011,male,primary,1048
Vihiga,2021,male,secondary,9549
Kisumu,2012,male,secondary,8307
Siaya,2020,male,secondary,7905
Samburu,2022,male,primary,9993
Turkana,2022,male,primary,5578
Siaya,2013,male,primary,1620
Kakamega,2011,male,primary,6548
Mandera,2010,female,primary,7381
Samburu,2012,female,secondary,4780
Kitui,2010,male,primary,3792
Makueni,2015,female,primary,2941
Makueni,2010,male,secondary,5695
Nyandarua,2015,female,secondary,6401
Makueni,2017,female,secondary,9169
Murang'a,2020,male,primary,6197
Nakuru,2012,female,primary,5450
Elgeyo Marakwet,2010,male,primary,8975
Elgeyo Marakwet,2016,male,primary,8432
Trans Nzoia,2014,male,secondary,5874
Nairobi,2017,female,primary,1553
Turkana,2013,female,secondary,1012
Mombasa,2015,male,secondary,8378
Meru,2010,male,primary,1881
Kitui,2011,male,secondary,6799
Lamu,2017,female,primary,4586
Narok,2013,male,secondary,8622
Busia,2017,female,primary,6447
Murang'a,2018,male,secondary,2345
Murang'a,2022,female,primary,75
Trans Nzoia,2016,male,primary,9548
Busia,2018,male,primary,5877
Lamu,2022,male,primary,6785
Meru,2018,female,secondary,4922
Nyeri,2010,female,secondary,8090
Murang'a,2014,male,secondary,2330
 ,2018,male,secondary,4686
Nyeri,2020,female,primary,1902
Murang'a,2018,male,primary,4670
Trans Nzoia,2020,male,secondary,7143
Nairobi,2018,male,primary,2059
Nairobi,2016,female,primary,140
Tana River,2016,male,primary,16
Mandera,2018,female,primary,464
Kisumu,2017,female,primary,4471
Mandera,2010,female,primary,1827
Meru,2012,female,secondary,8711
 ,2016,male,secondary,5956
Mombasa,2020,female,primary,89
Busia,2020,female,primary,4815
Marsabit,2013,female,secondary,2851
Nyandarua,2022,female,primary,2843
Turkana,2013,male,secondary,9117
Kajiado,2014,female,secondary,6543
Garissa,2022,female,primary,5901
Meru,2021,male,secondary,969
Tana River,2013,male,primary,1094
Kilifi,2019,female,primary,6124
West Pokot,2018,female,secondary,7347
Turkana,2019,male,secondary,3195
Samburu,2011,female,secondary,1404
Kirinyaga,2015,female,primary,6940
Narok,2020,female,primary,4290
Bungoma,2010,male,primary,3982
Nyandarua,2021,female,primary,5555
Bungoma,2015,female,secondary,7954
Kilifi,2017,male,secondary,4713
 ,2021,male,primary,3092
Kericho,2011,male,secondary,6308
Samburu,2011,male,secondary,7478
West Pokot,2018,male,secondary,8476
Taita Taveta,2012,female,secondary,4933
Embu,2019,male,primary,4926
Kirinyaga,2014,female,primary,9379
Bomet,2021,female,primary,3969
Siaya,2017,male,secondary,2965
Meru,2013,female,primary,4319
Mombasa,2020,male,primary,8975
Kilifi,2014,female,primary,7108
Embu,2010,female,secondary,9141
Murang'a,2014,female,secondary,3939
Trans Nzoia,2016,male,secondary,44
Nakuru,2019,female,secondary,1810
Kiambu,2013,female,secondary,4566
Taita Taveta,2012,male,secondary,9021
Murang'a,2015,male,secondary,1909
Migori,2011,male,secondary,6364
Migori,2020,female,secondary,2581
Trans Nzoia,2013,female,primary,691
Wajir,2022,male,secondary,931
Lamu,2012,male,secondary,7910
Nakuru,2012,female,primary,6382
Kitui,2011,female,secondary,3406
Garissa,2017,male,secondary,1032
Vihiga,2022,female,primary,1311
Tana River,2012,male,secondary,8579
Nyeri,2015,male,primary,3121
Mandera,2013,female,primary,1873
Machakos,2014,female,secondary,9107
Nyandarua,2015,female,primary,6781
Trans Nzoia,2016,female,primary,3748
Narok,2022,male,primary,277
Trans Nzoia,2017,male,primary,1859
Narok,2017,male,secondary,5929
Marsabit,2014,female,primary,6792
Turkana,2012,male,primary,4713
Kisumu,2010,female,primary,4675
Kericho,2017,male,secondary,1170
Kajiado,2016,male,primary,8681
Wajir,2014,male,primary,9374
Uasin Gishu,2011,female,primary,5308
Garissa,2012,female,primary,2462
 ,2016,female,primary,9822
Tharaka-Nithi,2013,male,secondary,287
Kericho,2018,male,secondary,5953
Kirinyaga,2022,female,secondary,4282
Migori,2019,female,primary,1907
Marsabit,2015,male,secondary,1161
Kirinyaga,2012,male,primary,129
Lamu,2016,male,secondary,6337
Bungoma,2017,female,primary,2363
Vihiga,2010,male,primary,8151
Kirinyaga,2019,male,secondary,5983
Kericho,2016,male,primary,143
Bungoma,2012,female,secondary,8207
Nairobi,2017,female,primary,7469
Makueni,2012,female,secondary,244
Kitui,2012,female,secondary,926
Embu,2018,male,secondary,3178
Vihiga,2017,female,secondary,2176
Lamu,2022,male,primary,886
Marsabit,2012,male,secondary,8532
