County,Year,Gender,Level,Enrollment
Tharaka-Nithi,2010,M,Primary,5067.0
Narok,2018,Male,S,8080.0
Kirinyaga,2013,male,P,5518.0
 ,2016,male,P,2153.0
Machakos,2010,male,S,9486.0
Kericho,2019,Female,primary,6094.0
Mandera,2016,F,Primary,6974.0
Mombasa,2015,Female,S,9718.0
Embu,2015,male,SECONDARY,4774.0
Bomet,2013,FEMALE,Secondary,7692.0
Kisumu,2021,FEMALE,S,3103.0
Mandera,2013,Female,primary,2440.0
Nyeri,2011,FEMALE,P,4135.0
Uasin Gishu,2014,male,P,7124.0
Kajiado,2011,Female,Primary,5201.0
Busia,2019,Female,P,844.0
Bungoma,2021,Female,S,446.0
Wajir,2017,Female,S,3915.0
Uasin Gishu,2014,Female,Primary,3109.0
Kirinyaga,2019,M,SECONDARY,1234.0
Elgeyo Marakwet,2021,Male,Secondary,6587.0
Narok,2012,M,Secondary,226.0
Mombasa,2015,M,primary,4143.0
Murang'a,2012,M,S,7185.0
Kisumu,2019,Female,P,5558.0
Nairobi,2019,male,S,186.0
Mombasa,2015,Female,SECONDARY,2535.0
West Pokot,2014,FEMALE,Primary,1932.0
Lamu,2018,Male,Primary,9040.0
Garissa,2017,F,Secondary,2032.0
Narok,2010,Female,Secondary,1252.0
Narok,2012,male,P,5509.0
Machakos,2019,F,P,5074.0
Narok,2010,Female,Primary,1881.0
Marsabit,2010,Male,SECONDARY,269.0
Migori,2019,Female,P,1630.0
Isiolo,2017,F,Secondary,4405.0
Kericho,2016,F,Secondary,6139.0
Nyandarua,2010,Female,P,1574.0
Makueni,2014,FEMALE,SECONDARY,1695.0
Nyandarua,2022,Female,P,
Laikipia,2011,F,S,3262.0
West Pokot,2021,F,P,1445.0
Bomet,2013,Male,Primary,6263.0
West Pokot,2013,FEMALE,Secondary,8411.0
Turkana,2019,male,primary,52.0
Kilifi,2015,M,SECONDARY,9949.0
Mombasa,2020,Female,primary,5570.0
Busia,2015,F,primary,7579.0
Kericho,2013,M,SECONDARY,1666.0
Turkana,2015,male,Secondary,6901.0
 ,2018,FEMALE,Secondary,2785.0
 ,2021,F,SECONDARY,719.0
Siaya,2020,M,Secondary,8597.0
Kericho,2011,F,P,6855.0
Kiambu,2014,FEMALE,SECONDARY,2294.0
Isiolo,2020,Male,S,
Laikipia,2011,FEMALE,Primary,
Mandera,2013,Female,SECONDARY,9759.0
Garissa,2012,FEMALE,Secondary,4482.0
Makueni,2016,Male,SECONDARY,698.0
Taita Taveta,2013,Female,Secondary,7243.0
Marsabit,2015,F,SECONDARY,9018.0
Kakamega,2015,M,S,5918.0
Mombasa,2016,Male,P,348.0
Kitui,2016,male,S,5374.0
Meru,2021,M,primary,7869.0
Lamu,2018,FEMALE,Secondary,307.0
Homa Bay,2019,Male,SECONDARY,3416.0
Narok,2016,M,S,4820.0
Kakamega,2017,Female,P,3558.0
Mandera,2020,F,primary,4478.0
Migori,2012,FEMALE,P,6531.0
Taita Taveta,2022,F,P,4620.0
Nyandarua,2015,FEMALE,SECONDARY,2985.0
Kirinyaga,2021,F,Primary,8112.0
Machakos,2010,M,Primary,8467.0
West Pokot,2017,FEMALE,Primary,2547.0
Uasin Gishu,2020,FEMALE,S,336.0
Kajiado,2013,male,primary,2979.0
Migori,2019,male,Primary,3968.0
Tharaka-Nithi,2014,male,primary,910.0
Tharaka-Nithi,2014,Male,Secondary,1996.0
Makueni,2016,FEMALE,SECONDARY,3129.0
Marsabit,2021,male,Secondary,5447.0
Kajiado,2011,F,P,6129.0
West Pokot,2016,F,Primary,5850.0
Bungoma,2011,FEMALE,P,4204.0
Murang'a,2019,M,primary,7446.0
Bungoma,2011,F,P,8519.0
Laikipia,2015,F,Primary,9991.0
 ,2013,Female,S,314.0
West Pokot,2015,Male,S,1134.0
Busia,2015,Female,SECONDARY,4876.0
Samburu,2019,F,SECONDARY,8102.0
Nairobi,2020,Female,primary,9712.0
Kisumu,2022,M,S,8347.0
Kitui,2016,M,Secondary,5592.0
Nakuru,2016,Male,Primary,
Taita Taveta,2013,Male,primary,3343.0
Turkana,2022,male,P,886.0
Tana River,2018,F,SECONDARY,721.0
Meru,2010,F,primary,7678.0
Garissa,2013,M,primary,9104.0
Vihiga,2017,FEMALE,P,3357.0
Tharaka-Nithi,2011,Female,P,870.0
Machakos,2011,Male,primary,6751.0
Siaya,2014,M,primary,497.0
Kiambu,2014,Female,P,1756.0
Nakuru,2020,Female,primary,1117.0
Mombasa,2014,Male,P,
Kilifi,2016,male,Primary,1647.0
Taita Taveta,2020,Male,primary,6992.0
West Pokot,2012,Female,Primary,6771.0
Busia,2012,F,SECONDARY,142.0
Garissa,2010,F,S,
Kirinyaga,2011,F,SECONDARY,3435.0
Garissa,2016,Female,Secondary,6622.0
Bungoma,2016,F,P,7069.0
Kilifi,two thousand twelve,FEMALE,S,4512.0
Marsabit,2020,male,Primary,1848.0
Trans Nzoia,2014,F,P,2696.0
Kilifi,2016,FEMALE,Primary,1717.0
 ,2019,FEMALE,P,3072.0
Kitui,2014,F,P,
Nakuru,2013,F,S,2786.0
Marsabit,2022,F,primary,3791.0
Tharaka-Nithi,2016,FEMALE,P,9480.0
Kakamega,2015,Male,primary,3871.0
Machakos,2021,M,SECONDARY,1806.0
Bungoma,2014,M,SECONDARY,1504.0
 ,2016,Male,Secondary,3308.0
Bomet,2015,male,SECONDARY,7117.0
Mombasa,2013,Male,Primary,
Trans Nzoia,2018,male,P,8263.0
Tana River,2019,M,P,
Laikipia,2018,F,P,9536.0
Kitui,2011,M,SECONDARY,3303.0
Meru,2011,M,primary,3113.0
Embu,2021,male,Secondary,9074.0
Nakuru,2016,M,S,7850.0
Taita Taveta,2021,Male,S,6416.0
Kirinyaga,2012,FEMALE,Primary,1504.0
Vihiga,2015,FEMALE,S,8924.0
Isiolo,2013,male,S,9940.0
Tana River,2013,Female,Primary,3924.0
Bungoma,2013,Male,Primary,8615.0
Narok,2022,male,P,9783.0
Kirinyaga,2012,M,S,4485.0
Busia,2012,male,S,8100.0
Samburu,2020,F,S,8684.0
Kitui,2022,male,SECONDARY,191.0
Kakamega,2015,FEMALE,SECONDARY,8690.0
Kajiado,2016,male,P,4917.0
Garissa,2013,male,Secondary,5831.0
Kakamega,2017,male,Primary,9448.0
Meru,2019,M,Secondary,4322.0
Nyeri,2014,Female,S,6999.0
Laikipia,2020,Male,P,9008.0
Mombasa,2010,Female,Secondary,7282.0
Makueni,2010,male,S,9665.0
West Pokot,2014,Female,S,9278.0
Kericho,2015,FEMALE,S,1874.0
Marsabit,2020,FEMALE,Primary,9062.0
Kakamega,2020,male,Primary,4763.0
Trans Nzoia,2017,M,P,8464.0
Turkana,2012,M,SECONDARY,9221.0
Kajiado,2017,M,Secondary,1051.0
Elgeyo Marakwet,2019,M,S,9765.0
Nairobi,2017,FEMALE,primary,7538.0
Meru,2016,M,primary,7411.0
Embu,2017,male,primary,6320.0
Narok,2022,FEMALE,Secondary,2105.0
Narok,2018,FEMALE,Primary,307.0
Nyeri,2022,FEMALE,Secondary,7737.0
Machakos,2021,F,Primary,3359.0
Laikipia,2016,Male,Primary,3176.0
Samburu,2011,FEMALE,P,1251.0
Kajiado,2018,Male,SECONDARY,5366.0
Tana River,2019,Male,S,1517.0
Nairobi,2012,FEMALE,primary,6226.0
Narok,2015,Male,Primary,5305.0
Mandera,2011,Male,Primary,9570.0
Marsabit,2019,Male,P,5869.0
Trans Nzoia,2014,Female,primary,8039.0
Garissa,2015,FEMALE,P,
 ,2022,F,Secondary,4992.0
Bungoma,2021,Male,S,1961.0
Laikipia,2014,Female,SECONDARY,2863.0
Kitui,2017,FEMALE,SECONDARY,6603.0
Murang'a,2011,male,primary,4567.0
Kericho,2018,Female,P,6513.0
Elgeyo Marakwet,2014,FEMALE,P,4005.0
Busia,2019,Female,Primary,9114.0
Embu,2012,Male,Primary,183.0
Homa Bay,2021,male,primary,7755.0
West Pokot,2015,FEMALE,SECONDARY,3358.0
Meru,2018,FEMALE,Primary,6615.0
 ,2018,FEMALE,P,9590.0
Samburu,2020,Female,SECONDARY,6797.0
West Pokot,2013,M,P,8728.0
Mombasa,2017,Male,Secondary,7678.0
Mombasa,2018,Male,SECONDARY,5698.0
Kericho,2016,Male,Secondary,1273.0
Murang'a,2020,M,S,6653.0
Marsabit,2021,F,S,
Bomet,2021,M,P,9497.0
Nakuru,2016,F,Primary,9107.0
Makueni,2015,Female,primary,8002.0
Embu,2017,male,Primary,4247.0
Wajir,2015,Female,SECONDARY,9220.0
Murang'a,2018,F,SECONDARY,5314.0
Samburu,2014,Female,Primary,3354.0
Vihiga,2010,Male,Secondary,270.0
Garissa,2021,FEMALE,S,1186.0
Narok,2013,FEMALE,primary,6305.0
Isiolo,2011,male,SECONDARY,2398.0
Murang'a,2017,Female,Primary,6995.0
Busia,2019,F,S,7299.0
Samburu,2018,Female,P,4182.0
Makueni,2022,Female,primary,9903.0
Nyeri,2018,M,primary,2230.0
Uasin Gishu,2015,F,Secondary,6511.0
Migori,2013,F,Primary,128.0
Uasin Gishu,2017,F,Primary,9461.0
Kakamega,2016,F,SECONDARY,3672.0
Wajir,2013,F,primary,9793.0
Meru,2013,Male,SECONDARY,4765.0
Machakos,2014,Female,Secondary,3970.0
Mombasa,2010,Male,Primary,7545.0
Vihiga,2018,M,P,5552.0
Embu,2019,Female,SECONDARY,627.0
Mombasa,2014,M,Secondary,6589.0
Uasin Gishu,2022,FEMALE,P,2044.0
Garissa,2021,Female,Secondary,2341.0
Isiolo,2018,Male,Secondary,5884.0
Nairobi,2020,FEMALE,Primary,8185.0
West Pokot,2021,FEMALE,SECONDARY,249.0
Kilifi,2018,male,SECONDARY,2925.0
Tharaka-Nithi,2021,FEMALE,primary,5043.0
Tana River,2019,FEMALE,Primary,974.0
Machakos,2013,M,P,9517.0
Samburu,2010,FEMALE,SECONDARY,7192.0
Mombasa,2011,F,P,9175.0
Machakos,2012,M,Secondary,9080.0
Makueni,2014,F,S,2672.0
Tana River,2021,M,S,7279.0
Lamu,2012,F,P,7531.0
Mandera,2011,M,Primary,9518.0
Kakamega,2018,Female,Secondary,8662.0
Kisumu,2016,male,S,1987.0
Tharaka-Nithi,2015,FEMALE,SECONDARY,90.0
Lamu,2010,Female,primary,8721.0
Busia,2010,F,SECONDARY,4059.0
Nyandarua,2020,FEMALE,SECONDARY,2773.0
Narok,2014,M,SECONDARY,9878.0
Tharaka-Nithi,2016,Male,Primary,8383.0
Garissa,2012,M,SECONDARY,7409.0
Nyandarua,2012,M,primary,4440.0
Taita Taveta,2019,male,P,7347.0
Nakuru,2022,Male,Secondary,1008.0
West Pokot,2015,M,P,3783.0
Turkana,2014,Female,Secondary,
Siaya,2013,FEMALE,primary,4298.0
Nyeri,2019,FEMALE,S,4668.0
Mandera,2011,FEMALE,primary,4287.0
Homa Bay,2010,FEMALE,SECONDARY,2052.0
Lamu,2020,FEMALE,Primary,6009.0
Narok,2012,M,SECONDARY,1716.0
Kericho,2022,F,primary,310.0
Lamu,2018,Female,P,4538.0
Marsabit,2012,Male,Secondary,1260.0
Kiambu,2017,M,SECONDARY,3932.0
Trans Nzoia,2017,male,Primary,584.0
Nyeri,2015,FEMALE,SECONDARY,7616.0
Homa Bay,2014,male,SECONDARY,8551.0
Samburu,2015,M,SECONDARY,
Machakos,2016,Female,primary,5898.0
Bungoma,2016,Male,SECONDARY,2011.0
Lamu,2016,Male,primary,6251.0
Trans Nzoia,2021,F,Secondary,4939.0
Kirinyaga,2012,F,S,4006.0
Mandera,2018,M,Primary,1625.0
Elgeyo Marakwet,2014,Female,Primary,890.0
Kirinyaga,2019,male,Primary,6078.0
 ,two thousand twelve,M,Secondary,7036.0
Lamu,2010,F,primary,8923.0
Busia,2016,F,Primary,3961.0
Homa Bay,2017,FEMALE,primary,2504.0
Nairobi,2021,F,Secondary,8806.0
Tana River,2014,Male,S,3806.0
Wajir,2013,FEMALE,SECONDARY,6100.0
Kirinyaga,2010,M,P,
Siaya,2022,F,SECONDARY,6686.0
Nyeri,2022,FEMALE,S,1587.0
Kisumu,2014,M,S,7000.0
Mombasa,2017,Male,SECONDARY,9803.0
Vihiga,2011,male,primary,896.0
Bomet,2021,Male,Primary,5558.0
Machakos,2017,M,primary,8469.0
Kitui,2020,Female,primary,4647.0
Kajiado,2019,FEMALE,S,9828.0
Isiolo,2020,FEMALE,SECONDARY,2432.0
Vihiga,2011,FEMALE,S,3904.0
Isiolo,2020,M,Primary,6837.0
Kericho,2013,F,SECONDARY,1449.0
Narok,2018,FEMALE,SECONDARY,4500.0
Tharaka-Nithi,2022,Female,Primary,5454.0
West Pokot,2016,Male,Primary,9424.0
Taita Taveta,2010,Female,Primary,4117.0
Garissa,2013,M,P,8869.0
Elgeyo Marakwet,2021,M,SECONDARY,2028.0
Kirinyaga,two thousand twelve,male,Primary,6845.0
Turkana,2015,Male,Primary,3758.0
Garissa,2015,Male,Primary,5904.0
Kitui,2012,FEMALE,P,4624.0
Turkana,2022,Female,Secondary,8848.0
Homa Bay,2019,F,primary,165.0
Nyeri,2016,male,P,4591.0
Kericho,2010,Male,S,589.0
Trans Nzoia,2022,Female,S,4524.0
Kiambu,2018,FEMALE,primary,2821.0
Busia,2017,male,SECONDARY,6509.0
Makueni,2013,FEMALE,Primary,7693.0
Taita Taveta,2011,F,primary,9454.0
Mandera,2016,M,P,71.0
Elgeyo Marakwet,2011,Female,primary,3580.0
Taita Taveta,2015,FEMALE,SECONDARY,7962.0
Siaya,2011,M,S,268.0
Migori,2021,M,primary,9968.0
Kiambu,2015,F,Secondary,2462.0
Turkana,2010,F,primary,9460.0
West Pokot,2015,Female,SECONDARY,1015.0
Laikipia,2017,F,primary,9275.0
Uasin Gishu,2013,M,S,7984.0
Trans Nzoia,2016,FEMALE,SECONDARY,
Homa Bay,2010,FEMALE,Secondary,7384.0
 ,2011,FEMALE,SECONDARY,6049.0
Turkana,2017,FEMALE,Secondary,6169.0
Kisumu,2015,F,primary,7982.0
 ,2019,F,Secondary,985.0
Wajir,2016,Female,Secondary,
Vihiga,2018,F,Primary,8901.0
Migori,2014,F,SECONDARY,2618.0
Busia,2012,M,S,6289.0
West Pokot,2019,FEMALE,S,9603.0
Uasin Gishu,2018,male,P,6928.0
Mombasa,2016,F,Secondary,5368.0
Marsabit,2022,Male,primary,4621.0
Homa Bay,2015,M,Primary,9677.0
Garissa,2019,male,Primary,7566.0
Kisumu,2017,M,P,4670.0
Murang'a,2013,M,Primary,7658.0
Tharaka-Nithi,2013,Male,S,1003.0
Lamu,2011,Female,Primary,7504.0
Kakamega,2014,Female,Primary,2466.0
Embu,2017,male,Secondary,1939.0
Homa Bay,2015,M,Secondary,1635.0
Tana River,2012,Female,SECONDARY,9890.0
Tharaka-Nithi,2017,Female,Secondary,8095.0
Laikipia,2021,Female,primary,6265.0
Nyeri,2012,Male,SECONDARY,1895.0
Machakos,2015,FEMALE,primary,6524.0
Kilifi,2018,Female,S,1073.0
West Pokot,2018,male,S,5184.0
Elgeyo Marakwet,2013,F,primary,2402.0
Elgeyo Marakwet,2018,M,Secondary,4895.0
Vihiga,2011,M,P,7331.0
Lamu,2018,FEMALE,S,9343.0
Bomet,2021,M,Primary,1956.0
Kericho,2020,male,Secondary,7023.0
Laikipia,2012,Female,Secondary,3907.0
Siaya,2019,M,primary,807.0
West Pokot,2011,Male,S,8378.0
Kisumu,2011,Female,Primary,4827.0
Bungoma,2010,Male,SECONDARY,4524.0
Taita Taveta,2013,M,Secondary,9499.0
Kirinyaga,2019,Female,primary,2284.0
Bungoma,2018,M,primary,5313.0
Kiambu,2020,Male,primary,757.0
Homa Bay,2014,M,S,4887.0
Kitui,2010,M,S,3854.0
Kilifi,2011,male,Secondary,3558.0
Uasin Gishu,2010,male,S,9772.0
Isiolo,2010,FEMALE,primary,961.0
Narok,2022,M,P,3847.0
Machakos,2016,Female,Secondary,6726.0
Elgeyo Marakwet,2019,F,S,3575.0
Marsabit,2014,Male,SECONDARY,9067.0
Narok,2014,Male,SECONDARY,2418.0
Trans Nzoia,2013,FEMALE,P,4198.0
Meru,2015,FEMALE,Primary,1001.0
Nairobi,2017,FEMALE,P,5244.0
Mandera,2011,Male,S,7119.0
Turkana,2014,Female,primary,4066.0
Narok,2010,Male,Secondary,2845.0
Mombasa,2016,M,SECONDARY,9673.0
Marsabit,2021,male,Secondary,8849.0
Vihiga,2011,male,SECONDARY,5316.0
Kajiado,2021,Male,SECONDARY,422.0
Uasin Gishu,2011,FEMALE,P,6715.0
Elgeyo Marakwet,2021,M,S,4266.0
Kiambu,2018,F,Primary,7549.0
Tharaka-Nithi,2013,FEMALE,S,6316.0
Taita Taveta,2010,FEMALE,Secondary,2710.0
 ,2013,male,P,8644.0
Tana River,2021,M,primary,8069.0
Nakuru,2012,FEMALE,S,1657.0
Mandera,2017,Female,Primary,2541.0
Kericho,2015,FEMALE,Primary,6763.0
Bungoma,2011,Female,P,3075.0
Kericho,2014,male,S,3164.0
Isiolo,2021,M,SECONDARY,2053.0
Makueni,2016,male,SECONDARY,8479.0
Embu,2012,FEMALE,Primary,5737.0
Kitui,2018,FEMALE,Secondary,3217.0
Taita Taveta,2017,F,P,1447.0
Kiambu,2014,FEMALE,Secondary,
Lamu,2011,Female,SECONDARY,607.0
Kirinyaga,2012,FEMALE,P,
Elgeyo Marakwet,2019,M,P,1764.0
Kajiado,2021,FEMALE,Secondary,9417.0
Homa Bay,2017,F,SECONDARY,9427.0
Siaya,2014,M,Primary,9221.0
West Pokot,2010,M,S,2671.0
Makueni,2021,F,SECONDARY,6519.0
Mombasa,2011,M,SECONDARY,3962.0
Kisumu,2022,M,primary,3177.0
Turkana,2016,male,Primary,3722.0
Murang'a,2011,FEMALE,Secondary,4906.0
Homa Bay,2014,FEMALE,S,7263.0
Trans Nzoia,2016,Male,Secondary,5054.0
Uasin Gishu,2014,Male,primary,9667.0
Meru,2021,Female,P,808.0
Kakamega,2017,Male,Primary,9170.0
Kitui,2019,FEMALE,primary,725.0
Nakuru,2019,male,P,7701.0
Laikipia,2017,Male,S,1216.0
Homa Bay,2020,Female,Primary,4051.0
Kajiado,2022,male,P,2197.0
Migori,2013,F,P,2806.0
Elgeyo Marakwet,2019,Male,primary,8970.0
Wajir,2022,M,SECONDARY,972.0
Bomet,2013,F,Primary,5634.0
Kirinyaga,2016,M,Primary,7483.0
Taita Taveta,2022,Male,SECONDARY,
Kericho,2015,Male,P,8790.0
Trans Nzoia,2010,Female,Primary,224.0
Kajiado,2019,F,primary,9032.0
Samburu,2022,male,primary,1814.0
Taita Taveta,2018,FEMALE,P,1106.0
Kisumu,2015,FEMALE,Primary,124.0
Mandera,2011,F,SECONDARY,3246.0
Meru,2013,male,S,2931.0
Kirinyaga,2018,Female,Secondary,2971.0
Kilifi,2014,Female,Secondary,2017.0
Murang'a,2010,male,S,7415.0
Kiambu,2018,F,SECONDARY,2415.0
Nyandarua,2012,M,P,3096.0
Kakamega,2021,M,S,1609.0
Wajir,2021,FEMALE,Primary,717.0
 ,2015,F,P,3561.0
Kilifi,2016,F,P,9208.0
Taita Taveta,2012,Female,S,6782.0
Murang'a,2011,male,primary,1048.0
Vihiga,2021,M,Secondary,9549.0
Kisumu,2012,M,SECONDARY,8307.0
Siaya,2020,male,S,7905.0
Samburu,2022,male,Primary,9993.0
Turkana,2022,male,P,5578.0
Siaya,2013,male,P,1620.0
Kakamega,2011,male,P,6548.0
Mandera,2010,FEMALE,primary,7381.0
Samburu,2012,F,Secondary,4780.0
Kitui,2010,male,P,3792.0
Makueni,2015,F,primary,2941.0
Makueni,2010,male,Secondary,5695.0
Nyandarua,2015,FEMALE,Secondary,6401.0
Makueni,2017,F,Secondary,9169.0
Murang'a,2020,male,primary,6197.0
Nakuru,2012,Female,P,5450.0
Elgeyo Marakwet,2010,M,primary,8975.0
Elgeyo Marakwet,2016,male,Primary,8432.0
Trans Nzoia,2014,M,Secondary,5874.0
Nairobi,2017,FEMALE,P,1553.0
Turkana,2013,FEMALE,S,1012.0
Mombasa,2015,Male,SECONDARY,8378.0
Meru,2010,Male,Primary,1881.0
Kitui,2011,M,SECONDARY,6799.0
Lamu,2017,FEMALE,Primary,4586.0
Narok,2013,male,Secondary,8622.0
Embu,2019,male,primary,
Busia,2017,F,Primary,6447.0
Murang'a,2018,male,S,2345.0
Murang'a,2022,FEMALE,primary,75.0
Trans Nzoia,2016,Male,primary,9548.0
Busia,2018,M,Primary,5877.0
Lamu,2022,male,Primary,6785.0
Meru,2018,Female,S,4922.0
Nyeri,2010,Female,SECONDARY,8090.0
Murang'a,2014,Male,SECONDARY,2330.0
 ,2018,M,SECONDARY,4686.0
Nyeri,2020,FEMALE,P,1902.0
Murang'a,2018,Male,primary,4670.0
Trans Nzoia,2020,male,Secondary,7143.0
Nairobi,2018,male,P,2059.0
Nairobi,2016,F,primary,140.0
Isiolo,2010,M,S,
Tana River,2016,M,P,16.0
Mandera,2018,Female,P,464.0
Kisumu,2017,Female,P,4471.0
Mandera,2010,F,P,1827.0
Meru,2012,F,S,8711.0
 ,2016,M,Secondary,5956.0
Mombasa,2020,FEMALE,P,89.0
Busia,2020,Female,primary,4815.0
Marsabit,2013,F,S,2851.0
Nyandarua,2022,F,Primary,2843.0
Turkana,2013,male,Secondary,9117.0
Kajiado,2014,F,SECONDARY,6543.0
Garissa,2022,F,P,5901.0
Meru,2021,male,Secondary,969.0
Tana River,2013,Male,Primary,1094.0
Kilifi,2019,F,P,6124.0
West Pokot,2018,FEMALE,Secondary,7347.0
Turkana,2019,M,S,3195.0
Samburu,2011,F,S,1404.0
Kirinyaga,2015,F,primary,6940.0
Narok,2020,FEMALE,P,4290.0
Bungoma,2010,male,Primary,3982.0
Nyandarua,2021,F,P,5555.0
Bungoma,2015,FEMALE,S,7954.0
Kilifi,2017,M,Secondary,4713.0
 ,2021,Male,Primary,3092.0
Bungoma,2015,Female,S,
Kericho,2011,Male,Secondary,6308.0
Samburu,2011,Male,SECONDARY,7478.0
West Pokot,2018,male,S,8476.0
Taita Taveta,2012,F,Secondary,4933.0
Embu,2019,male,primary,4926.0
Kirinyaga,2014,F,P,9379.0
Bomet,2021,F,P,3969.0
Siaya,2017,M,Secondary,2965.0
Meru,2013,Female,Primary,4319.0
Mombasa,2020,Male,Primary,8975.0
Kilifi,2014,Female,primary,7108.0
Embu,2010,FEMALE,Secondary,9141.0
Murang'a,2014,Female,S,3939.0
Trans Nzoia,2016,Male,S,44.0
Nakuru,2019,Female,Secondary,1810.0
Kiambu,2013,FEMALE,S,4566.0
Taita Taveta,2012,Male,S,9021.0
Murang'a,2015,male,S,1909.0
Migori,2011,M,SECONDARY,6364.0
Migori,2020,F,SECONDARY,2581.0
Trans Nzoia,2013,F,Primary,691.0
Wajir,2022,Male,S,931.0
Lamu,2012,male,Secondary,7910.0
Nakuru,2012,F,P,6382.0
Kitui,2011,Female,SECONDARY,3406.0
Homa Bay,2019,male,Primary,
Garissa,2017,M,S,1032.0
Vihiga,2022,FEMALE,P,1311.0
Tana River,2012,male,S,8579.0
Nyeri,2015,Male,Primary,3121.0
Mandera,2013,F,Primary,1873.0
Machakos,2014,Female,S,9107.0
Nyandarua,2015,F,P,6781.0
Trans Nzoia,2016,Female,P,3748.0
Narok,2022,M,Primary,277.0
Trans Nzoia,2017,M,Primary,1859.0
Narok,2017,Male,Secondary,5929.0
Marsabit,2014,Female,Primary,6792.0
Turkana,2012,Male,Primary,4713.0
Kisumu,2010,F,primary,4675.0
Kericho,2017,male,SECONDARY,1170.0
Kajiado,2016,M,Primary,8681.0
Wajir,2014,male,Primary,9374.0
Uasin Gishu,2011,Female,Primary,5308.0
Garissa,2012,F,primary,2462.0
 ,2016,FEMALE,Primary,9822.0
Tharaka-Nithi,2013,male,SECONDARY,287.0
Kericho,2018,M,SECONDARY,5953.0
Kirinyaga,2022,FEMALE,S,4282.0
Migori,2019,FEMALE,P,1907.0
Marsabit,2015,male,Secondary,1161.0
Kirinyaga,2012,Male,primary,129.0
Lamu,2016,male,SECONDARY,6337.0
Bungoma,2017,FEMALE,Primary,2363.0
Vihiga,2010,male,Primary,8151.0
Kirinyaga,2019,M,Secondary,5983.0
Kericho,2016,M,P,143.0
Bungoma,2012,F,Secondary,8207.0
Nairobi,2017,Female,primary,7469.0
Makueni,2012,Female,S,244.0
Kitui,2012,FEMALE,S,926.0
Embu,2018,Male,Secondary,3178.0
Vihiga,2017,Female,S,2176.0
Laikipia,2010,Male,Secondary,
Lamu,2022,M,Primary,886.0
Marsabit,2012,male,Secondary,8532.0
Kakamega,2022,Female,S,3398.0
Kitui,2016,male,primary,8497.0
Tana River,2012,Female,P,9099.0
Nyeri,2013,FEMALE,Primary,2654.0
Marsabit,2018,male,SECONDARY,7392.0
Garissa,2016,M,S,1371.0
Nyandarua,2010,FEMALE,SECONDARY,7135.0
Elgeyo Marakwet,2014,Female,primary,320.0
Kirinyaga,2021,Male,SECONDARY,4654.0
Kiambu,2021,FEMALE,Primary,5300.0
Migori,2014,Male,Secondary,6761.0
Siaya,2016,male,SECONDARY,6854.0
Kirinyaga,2017,M,Primary,5505.0
Lamu,2012,Female,S,9323.0
Tana River,2014,Male,primary,6553.0
Kakamega,2016,male,P,4042.0
Machakos,2011,FEMALE,SECONDARY,9009.0
Lamu,2019,Female,Secondary,7498.0
Bungoma,2016,M,Primary,6636.0
Kitui,2020,male,SECONDARY,7362.0
Murang'a,2021,M,Primary,11.0
Migori,2014,male,primary,194.0
Vihiga,2015,Male,SECONDARY,2537.0
Vihiga,2020,male,P,2842.0
Narok,2016,M,Secondary,2229.0
Samburu,2020,Male,Primary,3009.0
Murang'a,2021,M,Secondary,7984.0
Narok,2014,F,SECONDARY,2077.0
Makueni,2021,M,Secondary,7845.0
Busia,2010,F,Primary,3867.0
Bomet,2011,M,SECONDARY,4873.0
Kericho,2012,Male,SECONDARY,8635.0
Tharaka-Nithi,2016,Female,Primary,297.0
Nakuru,2016,M,primary,5856.0
Kitui,2010,FEMALE,S,9036.0
Garissa,2017,Male,primary,1015.0
Nyeri,2011,male,Secondary,1384.0
Kilifi,2018,Male,P,9589.0
Bomet,2012,M,S,8745.0
Kajiado,2011,FEMALE,primary,2350.0
Bomet,2017,male,Primary,1269.0
Homa Bay,2017,male,SECONDARY,1260.0
Lamu,2021,F,P,7701.0
Isiolo,2010,F,Secondary,8376.0
Isiolo,2018,Male,S,4563.0
Migori,2012,Male,S,
Kajiado,2018,male,P,5672.0
Wajir,2019,male,Secondary,5593.0
West Pokot,2011,F,P,6155.0
 ,2013,M,Secondary,5543.0
Kericho,2010,M,SECONDARY,7240.0
Kakamega,2020,Female,P,4683.0
Kilifi,2021,FEMALE,Secondary,1881.0
Samburu,2016,FEMALE,P,8713.0
Busia,2014,male,S,3809.0
Elgeyo Marakwet,2014,M,SECONDARY,5807.0
Nyeri,2018,Male,S,4883.0
Bomet,2019,M,primary,7206.0
Kilifi,2021,M,P,4155.0
Isiolo,2016,F,P,4673.0
Kitui,2013,F,Secondary,1409.0
Kilifi,2021,FEMALE,S,9886.0
Taita Taveta,2017,male,Secondary,5197.0
Kakamega,2010,male,P,7452.0
Homa Bay,2021,M,P,8718.0
Turkana,2011,FEMALE,SECONDARY,2172.0
Tharaka-Nithi,2020,Female,S,279.0
Mandera,2018,FEMALE,Secondary,3977.0
Bomet,2012,Male,Secondary,2669.0
Taita Taveta,2011,F,primary,7825.0
Kilifi,2021,FEMALE,primary,9943.0
Migori,2014,FEMALE,S,3981.0
Isiolo,2015,FEMALE,P,4769.0
Murang'a,2011,F,P,5247.0
Bomet,2016,Male,SECONDARY,4427.0
Kajiado,2021,male,Primary,6135.0
Kisumu,2016,FEMALE,Secondary,5573.0
Kilifi,2022,Female,Primary,4131.0
